,plate,state,license_type,summons_number,issue_date,violation_time,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,summons_image
300,59886JR,NY,COM,8600559224,11/09/2017,03:13P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVWVEZQVkVsNVRrRTlQUT09&locationName=_____________________)
301,91996MH,NY,COM,8600559388,11/10/2017,08:47A,DOUBLE PARKING,,115.0,0.0,0.0,115.0,0.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVWVEZQVkUwMFQwRTlQUT09&locationName=_____________________)
302,52962MD,NY,COM,8600559510,11/13/2017,09:34A,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVWVEZQVkZWNFRVRTlQUT09&locationName=_____________________)
303,57086JZ,NY,COM,8600559560,11/13/2017,10:37A,BIKE LANE,,115.0,0.0,0.0,10.0,105.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVWVEZQVkZVeVRVRTlQUT09&locationName=_____________________)
304,28510MH,NY,COM,8600559601,11/13/2017,11:06A,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVWVEZQVkZsM1RWRTlQUT09&locationName=_____________________)
305,37978MD,NY,COM,8600559613,11/13/2017,11:18A,NO PARKING-DAY/TIME LIMITS,,65.0,0.0,0.0,65.0,0.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVWVEZQVkZsNFRYYzlQUT09&locationName=_____________________)
306,35776MK,NY,COM,8600560019,11/14/2017,11:39A,FAIL TO DISP. MUNI METER RECPT,,65.0,0.0,0.0,37.0,28.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVWVEpOUkVGNFQxRTlQUT09&locationName=_____________________)
307,HAL8112,NY,PAS,4677719846,02/03/2020,08:04A,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wNTZZM2hQVkdjd1RtYzlQUT09&locationName=_____________________)
308,9N97H,NY,OMT,8609743743,11/06/2018,03:24P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,0.0,35.0,0.0,26.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwOVVZekJOZW1Nd1RYYzlQUT09&locationName=_____________________)
309,HRD5782,NY,PAS,8528924919,07/05/2017,03:57P,OBSTRUCTING TRAFFIC/INTERSECT,,115.0,0.0,0.0,0.0,115.0,0.0,52.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVhM2xPUkd0NFQxRTlQUT09&locationName=_____________________)
310,T653108C,NY,OMT,8314534535,12/31/2016,05:38A,NO PARKING-DAY/TIME LIMITS,04/20/2017,60.0,60.0,0.21,0.15,120.06,0.0,43.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSTmVFNUVWWHBPUkZWNlRsRTlQUT09&locationName=_____________________)
311,HDV5076,NY,PAS,8548953962,05/09/2017,04:48P,REG. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,68.0,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1FOUVhekZOZW1zeVRXYzlQUT09&locationName=_____________________)
312,GSC6143,NY,PAS,8534732632,06/27/2017,02:10P,EXPIRED MUNI METER,,35.0,0.0,0.0,0.0,35.0,0.0,75.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrNUVZM3BOYWxsNlRXYzlQUT09&locationName=_____________________)
313,T718772C,NY,OMT,8564454403,05/19/2017,04:20P,NO STANDING-BUS STOP,,115.0,0.0,0.0,0.0,115.0,0.0,103.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPUkZGM1RYYzlQUT09&locationName=_____________________)
314,HLD2546,NY,PAS,8564454350,05/19/2017,03:23P,NO STANDING-BUS STOP,,115.0,0.0,0.0,0.0,115.0,0.0,103.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPUkUweFRVRTlQUT09&locationName=_____________________)
315,16208TC,NY,TRC,8484426609,07/18/2017,07:04A,BIKE LANE,,115.0,0.0,0.0,10.0,105.0,0.0,14.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNUVVWGxPYWxsM1QxRTlQUT09&locationName=_____________________)
316,GNY1077,NY,PAS,1447782707,12/01/2019,02:55P,OBSTRUCTING DRIVEWAY,,95.0,10.0,0.0,105.0,0.0,0.0,109.0,Q,POLICE DEPARTMENT,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1FNTZZelJOYW1OM1RuYzlQUT09&locationName=_____________________)
317,ZKD7928,PA,PAS,8484426634,07/18/2017,07:39A,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,0.0,115.0,0.0,14.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNUVVWGxPYWxsNlRrRTlQUT09&locationName=_____________________)
318,ZKD7928,PA,PAS,8484426646,07/18/2017,07:41A,PLTFRM LFTS LWRD POS COMM VEH,,65.0,0.0,0.0,0.0,65.0,0.0,14.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNUVVWGxPYWxrd1RtYzlQUT09&locationName=_____________________)
319,JGL5207,PA,PAS,8640452787,03/11/2020,05:21P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,35.0,0.0,0.0,106.0,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMUVVVEZOYW1NMFRuYzlQUT09&locationName=_____________________)
320,GBP8539,NY,PAS,4677307179,01/28/2020,01:27P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wNTZUWGRPZWtVelQxRTlQUT09&locationName=_____________________)
321,EXZ2059,NY,PAS,4677726541,02/03/2020,09:32A,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wNTZZM2xPYWxVd1RWRTlQUT09&locationName=_____________________)
322,98449MJ,NY,COM,8600560925,11/17/2017,11:50A,BIKE LANE,,115.0,0.0,0.0,0.0,115.0,0.0,1.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVWVEpOUkd0NVRsRTlQUT09&locationName=_____________________)
323,74280MK,NY,COM,8600610930,11/01/2017,01:38P,COMML PLATES-UNALTERED VEHICLE,,115.0,10.0,0.0,10.0,115.0,0.0,41.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVXWGhOUkd0NlRVRTlQUT09&locationName=_____________________)
324,HGU7310,NY,PAS,8600610990,11/01/2017,02:10P,NO PARKING-DAY/TIME LIMITS,,60.0,10.0,0.0,10.0,60.0,0.0,41.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVXWGhOUkdzMVRVRTlQUT09&locationName=_____________________)
325,GUL8296,NY,PAS,8538417204,06/19/2017,11:38A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,45.0,0.0,0.0,90.0,K,TRAFFIC,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVVWGhPZWtsM1RrRTlQUT09&locationName=_____________________)
326,6EZF99,MD,PAS,7283444075,01/13/2011,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wSk5FMTZVVEJPUkVFelRsRTlQUT09&locationName=_____________________)
327,GWC6942,NY,PAS,8314534791,12/31/2016,08:10A,FAIL TO DSPLY MUNI METER RECPT,04/20/2017,35.0,60.0,0.19,0.14,95.05,0.0,43.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSTmVFNUVWWHBPUkdNMVRWRTlQUT09&locationName=_____________________)
328,2AW4920,MD,PAS,8564454415,05/19/2017,04:27P,NO STANDING-BUS STOP,,115.0,0.0,0.0,0.0,115.0,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPUkZGNFRsRTlQUT09&locationName=_____________________)
329,GBZ8569,NY,PAS,8564454324,05/19/2017,02:34P,NO PARKING-DAY/TIME LIMITS,,60.0,0.0,0.0,60.0,0.0,0.0,103.0,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPUkUxNVRrRTlQUT09&locationName=_____________________)
330,68383MG,NY,COM,8478906514,02/20/2017,10:34A,DOUBLE PARKING,,115.0,0.0,0.0,0.0,115.0,0.0,6.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2RPYWxWNFRrRTlQUT09&locationName=_____________________)
331,Y37FNM,NJ,PAS,8436509407,08/05/2016,01:37P,NO STANDING-EXC. TRUCK LOADING,11/23/2016,95.0,60.0,11.07,0.0,166.07,0.0,17.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUmVrNXFWWGRQVkZGM1RuYzlQUT09&locationName=_____________________)
332,Y37FNM,NJ,PAS,8436509663,08/08/2016,01:06P,NO STANDING-COMM METER ZONE,11/23/2016,115.0,60.0,12.32,0.0,187.32,0.0,17.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUmVrNXFWWGRQVkZreVRYYzlQUT09&locationName=_____________________)
333,6AAJ308,CA,PAS,8564454567,05/22/2017,02:17P,DOUBLE PARKING,,115.0,0.0,0.0,0.0,115.0,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPUkZVeVRuYzlQUT09&locationName=_____________________)
334,HCL2895,NY,PAS,8538417344,06/19/2017,12:06P,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,45.0,0.0,0.0,90.0,K,TRAFFIC,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVVWGhPZWswd1RrRTlQUT09&locationName=_____________________)
335,JHD8634,NY,PAS,4677813280,01/30/2020,06:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wNTZaM2hOZWtrMFRVRTlQUT09&locationName=_____________________)
336,HGC4554,NY,PAS,8600611180,11/01/2017,04:22P,FRONT OR BACK PLATE MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,41.0,BX,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVXWGhOVkVVMFRVRTlQUT09&locationName=_____________________)
337,GVJ9906,NY,PAS,8600713511,11/28/2017,11:40A,NO PARKING-STREET CLEANING,,65.0,0.0,0.0,0.0,65.0,0.0,20.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVZM2hOZWxWNFRWRTlQUT09&locationName=_____________________)
338,HMK2920,NY,OMS,8600653381,10/03/2017,08:17A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,83.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVXVEZOZWswMFRWRTlQUT09&locationName=_____________________)
339,M81HJW,NJ,PAS,8600653770,10/03/2017,02:02P,NO STANDING-EXC. TRUCK LOADING,,95.0,10.0,0.0,0.0,105.0,0.0,83.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVXVEZOZW1NelRVRTlQUT09&locationName=_____________________)
340,HKM6496,NY,OMS,8600657672,10/16/2017,08:12A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,94.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVXVEZPZWxrelRXYzlQUT09&locationName=_____________________)
341,HKM6653,NY,OMS,8600657738,10/16/2017,08:22A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,94.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVXVEZPZW1ONlQwRTlQUT09&locationName=_____________________)
342,HMJ5626,NY,OMS,8600657787,10/16/2017,08:32A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,94.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVXVEZPZW1NMFRuYzlQUT09&locationName=_____________________)
343,HMJ5387,NY,OMS,8600660695,10/20/2017,09:50A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,90.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVXVEpOUkZrMVRsRTlQUT09&locationName=_____________________)
344,EWV4577,NY,PAS,8600672181,11/13/2017,11:08A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,75.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVXVE5OYWtVMFRWRTlQUT09&locationName=_____________________)
345,644452,RI,PAS,8600674530,11/17/2017,08:13A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,77.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVXVE5PUkZWNlRVRTlQUT09&locationName=_____________________)
346,HVN2000,NY,PAS,8600675777,11/20/2017,03:15A,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,90.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVXVE5PVkdNelRuYzlQUT09&locationName=_____________________)
347,HPW7307,NY,PAS,8528925134,07/07/2017,02:20P,EXPIRED MUNI METER,,35.0,0.0,0.0,0.0,35.0,0.0,49.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVhM2xPVkVWNlRrRTlQUT09&locationName=_____________________)
348,GPH9992,NY,PAS,8478907075,02/23/2017,01:28P,FAIL TO DSPLY MUNI METER RECPT,,65.0,30.0,0.0,0.0,95.0,0.0,13.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2RPZWtFelRsRTlQUT09&locationName=_____________________)
349,T696208C,NY,OMT,8478907270,02/24/2017,12:54P,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,0.0,65.0,0.0,13.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2RPZWtrelRVRTlQUT09&locationName=_____________________)
350,T737003C,NY,OMT,8534732644,06/27/2017,02:17P,EXPIRED MUNI METER,,35.0,0.0,0.0,35.0,0.0,0.0,75.0,K,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrNUVZM3BOYWxrd1RrRTlQUT09&locationName=_____________________)
351,HJB7464,PA,PAS,8640452805,03/11/2020,05:34P,EXPIRED MUNI METER,,35.0,0.0,0.0,0.0,35.0,0.0,106.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMUVVVEZOYW1kM1RsRTlQUT09&locationName=_____________________)
352,HFT3008,NY,PAS,8564454786,05/23/2017,01:07P,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPUkdNMFRtYzlQUT09&locationName=_____________________)
353,HAM1643,NY,PAS,8564454907,05/23/2017,02:43P,NO STANDING-BUS STOP,,115.0,0.0,0.0,0.0,115.0,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPUkd0M1RuYzlQUT09&locationName=_____________________)
354,BWN1051,NY,PAS,4677308317,01/28/2020,01:39P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,25.0,0.0,25.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wNTZUWGRQUkUxNFRuYzlQUT09&locationName=_____________________)
355,HTJ1658,NY,PAS,4677836050,02/04/2020,09:21A,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,ST,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wNTZaM3BPYWtFeFRVRTlQUT09&locationName=_____________________)
356,HKM6621,NY,OMS,8600675893,11/20/2017,07:46A,CROSSWALK,,115.0,0.0,0.0,0.0,115.0,0.0,90.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVXVE5PVkdjMVRYYzlQUT09&locationName=_____________________)
357,TLB453,GA,PAS,8600677476,11/24/2017,07:42A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,90.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVXVE5PZWxFelRtYzlQUT09&locationName=_____________________)
358,2XD427,OK,PAS,8600704601,10/26/2017,02:18P,NO STOPPING-DAY/TIME LIMITS,,115.0,0.0,0.0,115.0,0.0,0.0,20.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVZM2RPUkZsM1RWRTlQUT09&locationName=_____________________)
359,30672MA,NY,COM,8600705708,10/31/2017,10:15A,NO STOPPING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,24.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVZM2RPVkdOM1QwRTlQUT09&locationName=_____________________)
360,HDC8089,NY,PAS,8528925249,07/07/2017,04:01P,OBSTRUCTING TRAFFIC/INTERSECT,,115.0,0.0,0.0,115.0,0.0,0.0,52.0,BX,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVhM2xPVkVrd1QxRTlQUT09&locationName=_____________________)
361,86911ME,NY,COM,8478907257,02/24/2017,12:45P,DOUBLE PARKING-MIDTOWN COMML,,115.0,0.0,0.0,0.0,115.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2RPZWtreFRuYzlQUT09&locationName=_____________________)
362,2CX9521,MD,PAS,8538418373,06/24/2017,08:10A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,77.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVVWGhQUkUwelRYYzlQUT09&locationName=_____________________)
363,29667JJ,NY,COM,8478907350,02/24/2017,01:10P,DOUBLE PARKING-MIDTOWN COMML,,115.0,0.0,0.0,0.0,115.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOUVhM2RPZWsweFRVRTlQUT09&locationName=_____________________)
364,HMJ8796,NY,PAS,8564454828,05/23/2017,01:41P,FIRE HYDRANT,,115.0,0.0,0.0,0.0,115.0,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPUkdkNVQwRTlQUT09&locationName=_____________________)
365,31621MG,NY,COM,8314536880,01/09/2017,03:43P,OBSTRUCTING TRAFFIC/INTERSECT,,115.0,10.0,0.0,0.0,125.0,0.0,42.0,BX,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSTmVFNUVWWHBPYW1jMFRVRTlQUT09&locationName=_____________________)
366,P866368,IL,PAS,8484426944,07/19/2017,07:32A,DOUBLE PARKING-MIDTOWN COMML,,115.0,0.0,0.0,0.0,115.0,0.0,17.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNUVVWGxPYW1zd1RrRTlQUT09&locationName=_____________________)
367,103233,DE,PAS,8564455067,05/23/2017,06:07P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,0.0,35.0,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPVkVFeVRuYzlQUT09&locationName=_____________________)
368,GHS1550,NY,PAS,8564454932,05/23/2017,03:00P,FIRE HYDRANT,,115.0,0.0,0.0,0.0,115.0,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVVVEZPUkd0NlRXYzlQUT09&locationName=_____________________)
369,450740C,99,999,1427797560,11/24/2017,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVVNTZZelZPZWxVeVRVRTlQUT09&locationName=_____________________)
370,AB12618,CT,CMB,8600705794,10/31/2017,11:10A,NO PARKING-STREET CLEANING,,65.0,0.0,0.0,65.0,0.0,0.0,20.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVZM2RPVkdNMVRrRTlQUT09&locationName=_____________________)
371,95391MD,NY,COM,8600708163,11/08/2017,10:41A,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,19.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVZM2RQUkVVeVRYYzlQUT09&locationName=_____________________)
372,63337MB,NY,COM,8600710595,11/16/2017,03:07P,FAIL TO DISP. MUNI METER RECPT,,65.0,0.0,0.0,37.0,28.0,0.0,24.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVZM2hOUkZVMVRsRTlQUT09&locationName=_____________________)
373,CDZ8255,NY,PAS,8600713080,11/26/2017,01:27P,NO STANDING-EXC. AUTH. VEHICLE,,95.0,0.0,0.0,0.0,95.0,0.0,20.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVZM2hOZWtFMFRVRTlQUT09&locationName=_____________________)
374,GTT1180,NY,PAS,8600755207,10/20/2017,06:21P,EXPIRED MUNI METER,,35.0,10.0,0.0,0.0,45.0,0.0,23.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVZekZPVkVsM1RuYzlQUT09&locationName=_____________________)
375,87732MC,NY,COM,8600852791,10/13/2017,11:04A,NO STANDING-EXC. TRUCK LOADING,,95.0,0.0,0.0,95.0,0.0,0.0,10.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVaekZOYW1NMVRWRTlQUT09&locationName=_____________________)
376,60977MC,NY,COM,8600853096,10/14/2017,02:23P,FAIL TO DISP. MUNI METER RECPT,,65.0,0.0,0.0,37.0,28.0,0.0,14.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVaekZOZWtFMVRtYzlQUT09&locationName=_____________________)
377,60998MC,NY,COM,8600853242,10/17/2017,11:03A,FAIL TO DISP. MUNI METER RECPT,,65.0,0.0,0.0,37.0,28.0,0.0,14.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMUVaekZOZWtrd1RXYzlQUT09&locationName=_____________________)
378,GLR8731,NY,PAS,8528924221,07/04/2017,07:45A,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,43.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVhM2xPUkVsNVRWRTlQUT09&locationName=_____________________)
